類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,黑貓宅急便,WMA02921,大佳里,臺北市中山區濱江街99號,"25.073302,121.53496",1,222,中山分局,
一般住宅,和成衛浴-台北營業所,WMA02923,大佳里,臺北市中山區濱江街103、105號,"25.072548,121.550946",1,430,中山分局,
一般住宅,國都-LEXUS濱江服務廠,WMA03058,大佳里,臺北市中山區濱江街251號,"25.072641,121.541636",1,157,中山分局,
一般住宅,禾家傳動科技股份有限公司,WMA03072,大佳里,臺北市中山區濱江街301巷8號,"25.072793,121.545624",1,363,中山分局,
一般住宅,台北九和汽車 - 濱江服務廠,WMA03096,大佳里,臺北市中山區濱江街283號,"25.072603,121.543516",1,17,中山分局,
一般住宅,NISSAN 濱江服務廠,WMA03099,大佳里,臺北市中山區濱江街213號,"25.072724,121.540342",1,2098,中山分局,
一般住宅,LUXGEN汽車 北智捷濱江服務廠,WMA03235,大佳里,臺北市中山區濱江街339號,"25.072565,121.548863",1,1291,中山分局,
一般住宅,國都-LEXUS濱江服務廠,WMA03254,大佳里,臺北市中山區濱江街233號,"25.072735,121.541263",1、2,953,中山分局,
一般住宅,正佳汽車,WMA03468,大佳里,臺北市中山區濱江街297號,"25.072565,121.545305",1,625,中山分局,
一般住宅,Toyota--國都濱江廠,WMA03576,大佳里,臺北市中山區濱江街269號,"25.072706,121.542484",1、2,1343,中山分局,
一般住宅,BMW MINI 台北汎德濱江服務中心,WMA03588,大佳里,臺北市中山區濱江街337號,"25.072592,121.548232",1,912,中山分局,
一般住宅,台隆賓士原廠精選中古車 濱江展示中心,WMA03620,大佳里,臺北市中山區濱江街277號,"25.072721,121.543103",1、2、3,1803,中山分局,
一般住宅,Jaguar Land Rover 台灣瑋信汽車-濱江服務廠,WMA03810,大佳里,臺北市中山區濱江街181號,"25.07274,121.538824",1,164,中山分局,
一般住宅,國都-LEXUS濱江服務廠,WMA03807,大佳里,臺北市中山區濱江街251號,"25.072641,121.541636",1、2,859,中山分局,
一般住宅,甫達濱江,WMA03838,大佳里,臺北市中山區濱江街209號,"25.072716,121.539991",1,281,中山分局,
一般住宅,公寓,WMA00086,大直里,臺北市中山區大直街57巷6號,"25.083245,121.546785",1,46,中山分局,
一般住宅,公寓,WMA00087,大直里,臺北市中山區大直街57巷8、10號,"25.083321,121.548248",1,304,中山分局,
一般住宅,公寓,WMA00088,大直里,臺北市中山區大直街57巷9之1-4號,"25.083428,121.547085",1,417,中山分局,
一般住宅,公寓,WMA00611,大直里,臺北市中山區北安路621巷35號,"25.083041,121.547301",1,281,中山分局,
一般住宅,公寓,WMA00614,大直里,臺北市中山區北安路621巷45、47號,"25.08302,121.546639",1,273,中山分局,
一般住宅,公寓,WMA00615,大直里,臺北市中山區北安路621巷46、48號,"25.08302,121.546639",1,645,中山分局,
一般住宅,公寓,WMA00616,大直里,臺北市中山區北安路621巷51-55號,"25.08302,121.546639",1,277,中山分局,
一般住宅,公寓,WMA00069,大直里,臺北市中山區大直街2巷1-5號,"25.080994,121.546128",1,525,中山分局,
一般住宅,公寓,WMA00071,大直里,臺北市中山區大直街2巷7號,"25.080938,121.545823",1,437,中山分局,
一般住宅,公寓,WMA00548,大直里,臺北市中山區大直街0巷30號,"25.0816,121.546319",1,16,中山分局,
一般住宅,公寓,WMA00550,大直里,臺北市中山區大直街20巷28號之,"25.081184,121.544996",1,13,中山分局,
一般住宅,公寓,WMA00551,大直里,臺北市中山區大直街20巷24、26號,"25.08118,121.545178",1,90,中山分局,
一般住宅,大樓,WMA00554,大直里,臺北市中山區大直街20巷7、9號,"25.08118,121.545178",1,60,中山分局,
一般住宅,公寓,WMA00564,大直里,臺北市中山區大直街2巷17-21號,"25.080933,121.545499",1,45,中山分局,
一般住宅,公寓,WMA00565,大直里,臺北市中山區大直街2巷9-15號,"25.080963,121.545728",1,245,中山分局,
一般住宅,公寓,WMA03832,大直里,臺北市中山區北安路501巷15弄2號,"25.081392,121.54761",1,92,中山分局,
一般住宅,公寓,WMA00067,大直里,臺北市中山區大直街127巷15弄2號,"25.083583,121.548547",1,854,中山分局,
一般住宅,大樓,WMA00068,大直里,臺北市中山區大直街127巷9之3號,"25.083691,121.548817",1,925,中山分局,
一般住宅,公寓,WMA00513,大直里,臺北市中山區北安路591、593號,"25.084737,121.557638",1,224,中山分局,
一般住宅,公寓,WMA00514,大直里,臺北市中山區北安路597-607號,"25.082163,121.5487",1,845,中山分局,
一般住宅,公寓,WMA00515,大直里,臺北市中山區北安路609-619號,"25.082477,121.548781",1,1575,中山分局,
一般住宅,公寓,WMA00517,大直里,臺北市中山區北安路625號,"25.083207,121.548894",1,120,中山分局,
一般住宅,公寓,WMA00606,大直里,臺北市中山區北安路621巷1、3號,"25.083055,121.548173",1,195,中山分局,
一般住宅,公寓,WMA00642,大直里,臺北市中山區大直街127巷15-21號,"25.083338,121.54864",1,300,中山分局,
一般住宅,公寓,WMA00643,大直里,臺北市中山區北安路621巷6弄18-24號,"25.082497,121.548038",1,85,中山分局,
一般住宅,公寓,WMA00095,大直里,臺北市中山區大直街9巷2、4號,"25.080807,121.546989",1,313,中山分局,
一般住宅,公寓,WMA00096,大直里,臺北市中山區大直街9巷11、13號,"25.080807,121.546989",1,478,中山分局,
一般住宅,公寓,WMA00097,大直里,臺北市中山區大直街9巷7弄1-4號,"25.080884,121.547259",1,531,中山分局,
一般住宅,公寓,WMA00506,大直里,臺北市中山區北安路535號,"25.080196,121.547196",1,347,中山分局,
一般住宅,公寓,WMA00507,大直里,臺北市中山區北安路537號,"25.080109,121.547489",1,77,中山分局,
一般住宅,公寓,WMA00510,大直里,臺北市中山區北安路567號,"25.080673,121.548132",1,315,中山分局,
一般住宅,公寓,WMA00511,大直里,臺北市中山區北安路571號,"25.081061,121.548379",1,57,中山分局,
一般住宅,公寓,WMA00512,大直里,臺北市中山區北安路569號,"25.080808,121.548232",1,65,中山分局,
一般住宅,公寓,WMA00571,大直里,臺北市中山區大直街3號,"25.080442,121.546819",1,51,中山分局,
一般住宅,公寓,WMA00574,大直里,臺北市中山區大直街9巷1號,"25.080791,121.546637",1,41,中山分局,
一般住宅,大樓,WMA03135,大直里,臺北市中山區大直街15號,"25.081091,121.546563",1,2712,中山分局,
一般住宅,公寓,WMA03464,大直里,臺北市中山區大直街1號,"25.080299,121.546978",1,198,中山分局,
一般住宅,公寓,WMA00073,大直里,臺北市中山區大直街33巷1號,"25.082201,121.546526",1,362,中山分局,
一般住宅,公寓,WMA00074,大直里,臺北市中山區大直街33巷3、5號,"25.082212,121.546952",1,255,中山分局,
一般住宅,公寓,WMA00075,大直里,臺北市中山區大直街33巷7-11號,"25.082211,121.546788",1,407,中山分局,
一般住宅,公寓,WMA00076,大直里,臺北市中山區大直街39巷1-7號,"25.082578,121.546646",1,241,中山分局,
一般住宅,公寓,WMA00077,大直里,臺北市中山區大直街39巷16號,"25.082457,121.547168",1,216,中山分局,
一般住宅,公寓,WMA00078,大直里,臺北市中山區大直街39巷16號,"25.082457,121.547168",1,458,中山分局,
一般住宅,公寓,WMA00079,大直里,臺北市中山區大直街39巷9、11號,"25.082436,121.547357",1,95,中山分局,
一般住宅,公寓,WMA00572,大直里,臺北市中山區大直街21巷2號,"25.081631,121.546773",1,178,中山分局,
一般住宅,公寓,WMA00573,大直里,臺北市中山區大直街21巷4號,"25.081666,121.547107",1,600,中山分局,
一般住宅,公寓,WMA00577,大直里,臺北市中山區北安路573巷15、15之1號,"25.081399,121.547126",1,50,中山分局,
一般住宅,公寓,WMA00578,大直里,臺北市中山區北安路573巷19-29號,"25.081395,121.547565",1,155,中山分局,
一般住宅,公寓,WMA00600,大直里,臺北市中山區北安路595巷20弄1-5號,"25.082068,121.547619",1,95,中山分局,
一般住宅,公寓,WMA00601,大直里,臺北市中山區北安路595巷20弄2-8號,"25.081893,121.547759",1,112,中山分局,
一般住宅,公寓,WMA00602,大直里,臺北市中山區北安路595巷20弄7、9號,"25.081602,121.547786",1,227,中山分局,
一般住宅,公寓,WMA00057,大直里,臺北市中山區大直街112-122號,"25.084302,121.548323",1,661,中山分局,
一般住宅,公寓,WMA00060,大直里,臺北市中山區大直街126號,"25.084289,121.548891",1,145,中山分局,
一般住宅,公寓,WMA00065,大直里,臺北市中山區大直街86、88號,"25.084085,121.548984",1,388,中山分局,
一般住宅,公寓,WMA00066,大直里,臺北市中山區大直街90、92號,"25.084085,121.548984",1,507,中山分局,
一般住宅,公寓,WMA00094,大直里,臺北市中山區大直街84巷1-19號,"25.084399,121.547107",1,621,中山分局,
一般住宅,公寓,WMA00098,大直里,臺北市中山區大直街94巷1弄11-29號,"25.084705,121.54812",1,1362,中山分局,
一般住宅,公寓,WMA00099,大直里,臺北市中山區大直街94巷1弄24、26號,"25.084692,121.547652",1,287,中山分局,
一般住宅,公寓,WMA00619,大直里,臺北市中山區大直街94巷1弄3-9號,"25.084695,121.547752",1,466,中山分局,
一般住宅,公寓,WMA00620,大直里,臺北市中山區大直街94巷1弄1號,"25.084692,121.547652",1,151,中山分局,
一般住宅,公寓,WMA00622,大直里,臺北市中山區大直街94巷1弄16-22號,"25.08456,121.548283",1,430,中山分局,
一般住宅,公寓,WMA00638,大直里,臺北市中山區大直街96-102號,"25.084285,121.547673",1,406,中山分局,
一般住宅,公寓,WMA00639,大直里,臺北市中山區大直街104-110號,"25.084296,121.547993",1,407,中山分局,
一般住宅,公寓,WMA00640,大直里,臺北市中山區大直街94巷1弄2-6號,"25.084503,121.547655",1,185,中山分局,
一般住宅,公寓,WMA00641,大直里,臺北市中山區大直街94巷1弄8-14號,"25.084515,121.547912",1,450,中山分局,
一般住宅,公寓,WMA03052,大直里,臺北市中山區北安路651-659號,"25.08428,121.549149",1,2127,中山分局,
一般住宅,公寓,WMA00058,大直里,臺北市中山區大直街115號,"25.08408,121.548204",1,388,中山分局,
一般住宅,公寓,WMA00059,大直里,臺北市中山區大直街119-125號,"25.084087,121.548379",1,388,中山分局,
一般住宅,公寓,WMA00063,大直里,臺北市中山區大直街69-75號,"25.083891,121.546456",1,855,中山分局,
一般住宅,公寓,WMA00064,大直里,臺北市中山區大直街81、83號,"25.084085,121.548984",1,575,中山分局,
一般住宅,公寓,WMA00092,大直里,臺北市中山區大直街67巷1、1之1號,"25.083801,121.547062",1,224,中山分局,
一般住宅,公寓,WMA00093,大直里,臺北市中山區大直街67巷1、1之1號,"25.083801,121.547062",1,178,中山分局,
一般住宅,公寓,WMA00628,大直里,臺北市中山區大直街67巷12-18號,"25.083644,121.547065",1,575,中山分局,
一般住宅,公寓,WMA00629,大直里,臺北市中山區大直街67巷6-10號,"25.083632,121.546818",1,161,中山分局,
一般住宅,公寓,WMA00630,大直里,臺北市中山區大直街67巷3-9號,"25.083787,121.546719",1,120,中山分局,
一般住宅,公寓,WMA00631,大直里,臺北市中山區大直街67巷11-21號,"25.083801,121.547062",1,128,中山分局,
一般住宅,公寓,WMA00633,大直里,臺北市中山區大直街67巷23號,"25.083815,121.547486",1,165,中山分局,
一般住宅,公寓,WMA00634,大直里,臺北市中山區大直街99號,"25.08405,121.547497",1,43,中山分局,
一般住宅,公寓,WMA00635,大直里,臺北市中山區大直街85-97號,"25.084029,121.54691",1,72,中山分局,
一般住宅,公寓,WMA00636,大直里,臺北市中山區大直街67巷25-31號,"25.083822,121.547686",1,265,中山分局,
一般住宅,公寓,WMA00637,大直里,臺北市中山區大直街103-113號,"25.084047,121.547704",1,638,中山分局,
一般住宅,公寓,WMA00062,大直里,臺北市中山區大直街66、68號,"25.084085,121.548984",1,427,中山分局,
一般住宅,大樓,WMA00633,大直里,臺北市中山區大直街67巷23號,"25.083815,121.547486",1,748,中山分局,
一般住宅,公寓,WMA00546,大直里,臺北市中山區大直街34巷12-16號,"25.081634,121.54582",1,98,中山分局,
一般住宅,公寓,WMA00556,大直里,臺北市中山區大直街34巷1、3號,"25.081744,121.545569",1,81,中山分局,
一般住宅,公寓,WMA00557,大直里,臺北市中山區大直街36-40號,"25.081796,121.546313",1,95,中山分局,
一般住宅,公寓,WMA00558,大直里,臺北市中山區大直街42、44號,"25.084085,121.548984",1,50,中山分局,
一般住宅,公寓,WMA00559,大直里,臺北市中山區大直街46巷3號,"25.082182,121.546156",1,63,中山分局,
一般住宅,公寓,WMA00560,大直里,臺北市中山區大直街52巷5、7號,"25.082431,121.545396",1,90,中山分局,
一般住宅,公寓,WMA00561,大直里,臺北市中山區大直街52巷1、3號,"25.082543,121.545501",1,91,中山分局,
一般住宅,公寓,WMA00562,大直里,臺北市中山區大直街48、50號,"25.084085,121.548984",1,65,中山分局,
一般住宅,公寓,WMA00563,大直里,臺北市中山區大直街54、56號,"25.084085,121.548984",1,84,中山分局,
一般住宅,實踐大學,WMA03122,大直里,臺北市中山區大直街70號,"25.083587,121.546234",1,1185,中山分局,
一般住宅,大直翠堤,WMA03236,大直里,臺北市中山區大直街62巷5弄14、16號,"25.083929,121.544743",1,281,中山分局,
一般住宅,公寓,WMA00072,大直里,臺北市中山區大直街34巷26-34號,"25.081589,121.545317",4,966,中山分局,
一般住宅,公寓,WMA00080,大直里,臺北市中山區大直街46巷5-13號,"25.08218,121.546068",1,725,中山分局,
一般住宅,公寓,WMA00081,大直里,臺北市中山區大直街52巷10-12號,"25.082425,121.545686",1,111,中山分局,
一般住宅,公寓,WMA00082,大直里,臺北市中山區大直街52巷2-8號,"25.082436,121.546052",1,414,中山分局,
一般住宅,公寓,WMA00083,大直里,臺北市中山區大直街52巷9-15號,"25.082546,121.545631",1,307,中山分局,
一般住宅,公寓,WMA00089,大直里,臺北市中山區大直街62巷10號,"25.082806,121.545567",1,542,中山分局,
一般住宅,公寓,WMA00090,大直里,臺北市中山區大直街62巷2-8號,"25.082836,121.546198",1,560,中山分局,
一般住宅,公寓,WMA00555,大直里,臺北市中山區大直街34巷5-11號,"25.081751,121.545818",1,153,中山分局,
一般住宅,公寓,WMA00085,大直里,臺北市中山區大直街57巷29-33號,"25.083462,121.548101",1,237,中山分局,
一般住宅,公寓,WMA00518,大直里,臺北市中山區北安路627-649號,"25.083402,121.548953",1,228,中山分局,
一般住宅,公寓,WMA00608,大直里,臺北市中山區北安路621巷18-24號,"25.082865,121.547977",1,251,中山分局,
一般住宅,公寓,WMA00609,大直里,臺北市中山區北安路621巷28-30號,"25.082857,121.547552",1,251,中山分局,
一般住宅,公寓,WMA00618,大直里,臺北市中山區北安路621巷8-16號,"25.082903,121.548351",1,325,中山分局,
一般住宅,公寓,WMA00632,大直里,臺北市中山區大直街57巷17-27號,"25.083435,121.547707",1,267,中山分局,
一般住宅,公寓,WMA00576,大直里,臺北市中山區北安路573巷11號,"25.081396,121.547821",1,35,中山分局,
一般住宅,公寓,WMA00579,大直里,臺北市中山區北安路573巷4-6號,"25.081306,121.547642",1,317,中山分局,
一般住宅,公寓,WMA00586,大直里,臺北市中山區北安路595巷11-15號,"25.08225,121.54792",1,865,中山分局,
一般住宅,公寓,WMA00587,大直里,臺北市中山區北安路595巷17-21號,"25.082245,121.547735",1,367,中山分局,
一般住宅,公寓,WMA00588,大直里,臺北市中山區北安路595巷20-30號,"25.082073,121.547483",1,1473,中山分局,
一般住宅,道明中學,WMA03808,大直里,臺北市中山區大直街76號,"25.084226,121.546006",1,209,中山分局,
一般住宅,公寓,WMA00589,大直里,臺北市中山區北安路595巷3-9號,"25.082225,121.548213",1,110,中山分局,
一般住宅,公寓,WMA00590,大直里,臺北市中山區北安路595巷33-35號,"25.082225,121.547121",1,205,中山分局,
一般住宅,公寓,WMA00591,大直里,臺北市中山區北安路595巷6-18號,"25.082121,121.548115",1,201,中山分局,
一般住宅,公寓,WMA00592,大直里,臺北市中山區北安路595巷19弄2-4號,"25.082398,121.54761",1,97,中山分局,
一般住宅,公寓,WMA00593,大直里,臺北市中山區北安路595巷2弄1-3號,"25.081917,121.548114",1,63,中山分局,
一般住宅,公寓,WMA00594,大直里,臺北市中山區北安路595巷2弄1-3號,"25.081917,121.548114",1,104,中山分局,
一般住宅,公寓,WMA00595,大直里,臺北市中山區北安路595巷2弄16號,"25.081645,121.548218",1,23,中山分局,
一般住宅,公寓,WMA00596,大直里,臺北市中山區北安路595巷2弄16-1號,"25.081561,121.548192",1,52,中山分局,
一般住宅,公寓,WMA00597,大直里,臺北市中山區北安路595巷2弄18-20號,"25.081491,121.548184",1,88,中山分局,
一般住宅,公寓,WMA00598,大直里,臺北市中山區北安路595巷2弄6-14號,"25.081925,121.548295",1,110,中山分局,
一般住宅,公寓,WMA00599,大直里,臺北市中山區北安路595巷2弄9號,"25.081582,121.54807",1,295,中山分局,
一般住宅,大樓,WMA00091,大直里,臺北市中山區大直街70號,"25.083587,121.546234",1,1896,中山分局,
一般住宅,大樓,WMA00542,大直里,臺北市中山區大直街70號,"25.083587,121.546234",1,1896,中山分局,
一般住宅,大樓,WMA00543,大直里,臺北市中山區大直街70號,"25.083587,121.546234",1,1896,中山分局,
一般住宅,彰化銀行大樓,WMA00205,中山里,臺北市中山區中山北路二段57號,"25.055318,121.522941",1,3272,中山分局,
一般住宅,大樓,WMA00324,中山里,臺北市中山區中山北路二段59巷18-34號,"25.055804,121.52385",1,1090,中山分局,
一般住宅,公寓,WMA00327,中山里,臺北市中山區中山北路二段59巷2弄2-16號,"25.055268,121.524103",1,358,中山分局,
一般住宅,公寓,WMA00329,中山里,臺北市中山區中山北路二段59巷29弄10號,"25.055539,121.524936",1,168,中山分局,
一般住宅,鳳鳴大樓,WMA01268,中山里,臺北市中山區林森北路282號,"25.055548,121.525353",1,425,中山分局,
一般住宅,溫莎大樓,WMA01270,中山里,臺北市中山區林森北路286號之ㄧ,"25.055758,121.525358",1,577,中山分局,
一般住宅,太子長春大樓,WMA01734,中山里,臺北市中山區長春路15-21號,"25.055057,121.523957",1,583,中山分局,
一般住宅,公寓,WMA01790,中山里,臺北市中山區長春路3巷2弄5號,"25.055301,121.523483",1,47,中山分局,
一般住宅,公寓,WMA01791,中山里,臺北市中山區長春路3巷13-15號,"25.055537,121.523471",1,354,中山分局,
一般住宅,第一銀行中山大樓,WMA00208,中山里,臺北市中山區中山北路二段61號,"25.056093,121.52297",1,1240,中山分局,
一般住宅,台北國賓大飯店,WMA00212,中山里,臺北市中山區中山北路二段63號,"25.056833,121.52303",1、2,1611,中山分局,
一般住宅,大樓,WMA00323,中山里,臺北市中山區中山北路二段59巷11-1號,"25.055907,121.523658",1,236,中山分局,
一般住宅,公寓,WMA00344,中山里,臺北市中山區中山北路二段65巷2弄62號,"25.056592,121.524921",1,77,中山分局,
一般住宅,大樓,WMA03060,中山里,臺北市中山區林森北路310巷1-5號,"25.056173,121.525135",4,1056,中山分局,
一般住宅,美麗國賓大樓,WMA03077,中山里,臺北市中山區林森北路310巷20-26號,"25.056142,121.524242",2,932,中山分局,
一般住宅,麗池國賓大樓,WMA03101,中山里,臺北市中山區林森北路310巷2-8號,"25.056173,121.525135",4,338,中山分局,
一般住宅,藝術國賓大樓,WMA03102,中山里,臺北市中山區中山北路二段59巷45-59號,"25.056101,121.524568",3,1179,中山分局,
一般住宅,台北京宴大廈,WMA03241,中山里,臺北市中山區林森北路302-306號,"25.055917,121.525321",2,418,中山分局,
一般住宅,國賓晶品大廈,WMA03507,中山里,臺北市中山區中山北路二段65巷2弄58號,"25.056598,121.524745",1、2,178,中山分局,
一般住宅,千金樣大樓,WMA03608,中山里,臺北市中山區林森北路308號,"25.056104,121.525323",1,225,中山分局,
一般住宅,LIvING MORE大樓,WMA03763,中山里,臺北市中山區中山北路二段59巷7號,"25.05591,121.523447",1,165,中山分局,
一般住宅,公寓,WMA00340,中山里,臺北市中山區中山北路二段65巷8號,"25.057027,121.523904",1,93,中山分局,
一般住宅,公寓,WMA00341,中山里,臺北市中山區中山北路二段65巷2弄27號,"25.056712,121.524897",1,148,中山分局,
一般住宅,公寓,WMA00342,中山里,臺北市中山區中山北路二段65巷2弄31號,"25.056709,121.525014",1,85,中山分局,
一般住宅,公寓,WMA00345,中山里,臺北市中山區中山北路二段65巷2弄7號,"25.056761,121.524011",1,152,中山分局,
一般住宅,大樓,WMA00347,中山里,臺北市中山區中山北路二段77巷12-5號,"25.057386,121.524253",1,346,中山分局,
一般住宅,怡東大樓,WMA00349,中山里,臺北市中山區中山北路二段77巷14號,"25.057383,121.524349",1,111,中山分局,
一般住宅,綠峯大飯店,WMA00355,中山里,臺北市中山區中山北路二段77巷18號,"25.057376,121.52461",1,117,中山分局,
一般住宅,林森大樓,WMA03279,中山里,臺北市中山區林森北路352號,"25.056923,121.525645",1,131,中山分局,
一般住宅,第凡內米蘭大樓,WMA03621,中山里,臺北市中山區中山北路二段65巷2弄13號,"25.056754,121.524351",1、2,173,中山分局,
一般住宅,璞園貴象大樓,WMA03856,中山里,臺北市中山區中山北路二段65巷10號,"25.057019,121.524052",1,661,中山分局,
一般住宅,三德大樓,WMA00214,中山里,臺北市中山區中山北路二段71號,"25.057286,121.523053",1,318,中山分局,
一般住宅,大樓,WMA00338,中山里,臺北市中山區中山北路二段65巷1-5號,"25.057154,121.523281",2,367,中山分局,
一般住宅,興國美樂大樓,WMA00356,中山里,臺北市中山區中山北路二段77巷27-33號,"25.057569,121.524418",1,245,中山分局,
一般住宅,公寓,WMA00357,中山里,臺北市中山區中山北路二段77巷3-7號,"25.057573,121.523229",1,222,中山分局,
一般住宅,大樓,WMA00358,中山里,臺北市中山區中山北路二段77巷35號,"25.057562,121.524618",1,90,中山分局,
一般住宅,瑞豐國賓大樓,WMA00359,中山里,臺北市中山區中山北路二段77巷37-39號,"25.057556,121.524741",2,419,中山分局,
一般住宅,國賓SMART大樓,WMA00360,中山里,臺北市中山區中山北路二段77巷8號,"25.057445,121.523748",1,501,中山分局,
一般住宅,公寓,WMA00361,中山里,臺北市中山區中山北路二段77巷9號,"25.057566,121.523382",1,152,中山分局,
一般住宅,優美飯店,WMA00704,中山里,臺北市中山區民生東路一段28號,"25.057922,121.524051",1,221,中山分局,
一般住宅,瑞皇大樓,WMA00731,中山里,臺北市中山區民生東路一段40-50號,"25.057932,121.524394",1,390,中山分局,
一般住宅,鑽石大樓,WMA00743,中山里,臺北市中山區民生東路一段54-56號,"25.057935,121.524901",2,468,中山分局,
一般住宅,新力大樓,WMA00744,中山里,臺北市中山區民生東路一段58號,"25.057932,121.525116",1,427,中山分局,
一般住宅,國賓SMART大樓,WMA03192,中山里,臺北市中山區中山北路二段65巷9號,"25.057151,121.523669",1,869,中山分局,
一般住宅,大樓,WMA03283,中山里,臺北市中山區民生東路一段32-38號,"25.057935,121.524223",2,326,中山分局,
一般住宅,力霸大樓,WMA03335,中山里,臺北市中山區林森北路372號,"25.057734,121.525394",2,492,中山分局,
一般住宅,M-HOUSE大樓,WMA03428,中山里,臺北市中山區民生東路一段26號,"25.057898,121.523758",1,290,中山分局,
一般住宅,鉑麗大樓,WMA03586,中山里,臺北市中山區中山北路二段77巷17號,"25.057566,121.523585",1,213,中山分局,
一般住宅,中山雋大樓,WMA03792,中山里,臺北市中山區中山北路二段65巷7號,"25.05715,121.523456",1,381,中山分局,
一般住宅,國賓金大樓,WMA00696,中山里,臺北市中山區民生東路一段72號,"25.057918,121.52649",2,270,中山分局,
一般住宅,翠堤大廈,WMA00697,中山里,臺北市中山區民生東路一段78-80號,"25.057918,121.526627",1,163,中山分局,
一般住宅,華泰王子大飯店,WMA01275,中山里,臺北市中山區林森北路369號,"25.057746,121.525637",1,879,中山分局,
一般住宅,城市島嶼大樓,WMA02353,中山里,臺北市中山區新生北路二段72巷19-27號,"25.057067,121.526623",2,286,中山分局,
一般住宅,公寓,WMA02358,中山里,臺北市中山區新生北路二段76巷15號,"25.057541,121.526895",1,165,中山分局,
一般住宅,公寓,WMA02359,中山里,臺北市中山區新生北路二段76巷21-23號,"25.057541,121.52683",1,160,中山分局,
一般住宅,大樓,WMA02360,中山里,臺北市中山區新生北路二段76巷22-28號,"25.057403,121.52675",1,317,中山分局,
一般住宅,民生資訊大樓,WMA03286,中山里,臺北市中山區民生東路一段70號,"25.057922,121.526335",2,413,中山分局,
一般住宅,大都會貴族大樓大樓,WMA03473,中山里,臺北市中山區新生北路二段76巷26、27號,"25.057542,121.525929",1,186,中山分局,
一般住宅,大樓,WMA03476,中山里,臺北市中山區新生北路二段76巷28號,"25.057403,121.526632",1,707,中山分局,
一般住宅,阿曼風雅大樓,WMA03469,中山里,臺北市中山區民生東路一段70巷6號,"25.057649,121.526335",1,194,中山分局,
一般住宅,阿曼風尚大樓,WMA03477,中山里,臺北市中山區民生東路一段70巷10號,"25.05739,121.526374",1,202,中山分局,
一般住宅,興洋摩宿大樓,WMA03537,中山里,臺北市中山區新生北路二段76號,"25.057296,121.52719",1,256,中山分局,
一般住宅,忠泰華漾大樓,WMA03582,中山里,臺北市中山區林森北路357號,"25.057243,121.525621",1,1175,中山分局,
一般住宅,公寓,WMA01273,中山里,臺北市中山區林森北路313-315號,"25.056006,121.525583",1,46,中山分局,
一般住宅,公寓,WMA01274,中山里,臺北市中山區林森北路317號,"25.056079,121.525587",1,46,中山分局,
一般住宅,欣欣金大樓,WMA02349,中山里,臺北市中山區新生北路二段62巷32-34號,"25.056135,121.526244",1,442,中山分局,
一般住宅,公寓,WMA02350,中山里,臺北市中山區新生北路二段62巷36-1號,"25.05612,121.526096",1,30,中山分局,
一般住宅,公寓,WMA03019,中山里,臺北市中山區新生北路二段60巷43-45號,"25.055824,121.526231",1,213,中山分局,
一般住宅,公寓,WMA03020,中山里,臺北市中山區新生北路二段60巷40-42號,"25.055682,121.526286",1,95,中山分局,
一般住宅,正章大廈,WMA03327,中山里,臺北市中山區新生北路二段68巷24-36號,"25.056671,121.52636",1,1134,中山分局,
一般住宅,忠泰味大樓,WMA03704,中山里,臺北市中山區林森北路349號,"25.056811,121.525648",1,1097,中山分局,
一般住宅,鼎佑新月大樓,WMA03803,中山里,臺北市中山區新生北路二段68巷13弄8號,"25.056388,121.526366",1,54,中山分局,
一般住宅,公寓,WMA02351,中山里,臺北市中山區新生北路二段72巷16-18號,"25.056984,121.526576",1,75,中山分局,
一般住宅,公寓,WMA02355,中山里,臺北市中山區新生北路二段72巷2號,"25.056951,121.527024",1,94,中山分局,
一般住宅,公寓,WMA02356,中山里,臺北市中山區新生北路二段72巷4-6號,"25.056953,121.526978",1,46,中山分局,
一般住宅,中山吉軒大樓,WMA03033,中山里,臺北市中山區新生北路二段70號之1,"25.056749,121.52723",2,503,中山分局,
一般住宅,阿曼之星大樓,WMA03530,中山里,臺北市中山區新生北路二段68巷13、15號,"25.056677,121.526093",3,470,中山分局,
一般住宅,彌敦道大樓,WMA03557,中山里,臺北市中山區新生北路二段68巷5號,"25.056493,121.527023",1,528,中山分局,
一般住宅,遠雄朝日大樓,WMA03648,中山里,臺北市中山區新生北路二段62巷11號,"25.056225,121.526587",1,798,中山分局,
一般住宅,中山凱宴大樓,WMA03778,中山里,臺北市中山區新生北路二段68巷8號,"25.05669,121.526669",5,986,中山分局,
一般住宅,品中山大樓,WMA02266,中山里,臺北市中山區新生北路二段60-1號,"25.055783,121.527202",1,81,中山分局,
一般住宅,林森觀光大廈,WMA02267,中山里,臺北市中山區新生北路二段66號,"25.056114,121.52721",1,490,中山分局,
一般住宅,公寓,WMA02329,中山里,臺北市中山區新生北路二段58巷11號,"25.055399,121.526973",1,66,中山分局,
一般住宅,公寓,WMA02330,中山里,臺北市中山區新生北路二段58巷15、17號,"25.055423,121.525848",1,123,中山分局,
一般住宅,公寓,WMA02331,中山里,臺北市中山區新生北路二段58巷24-28號,"25.055329,121.526535",1,221,中山分局,
一般住宅,大樓,WMA02332,中山里,臺北市中山區新生北路二段58巷1-5號,"25.055416,121.527193",1,422,中山分局,
