類別,建築物名稱,電腦編號,里別,座落,緯度,經度,新計算容量,轄管分局
"一般住宅","公寓","FMA00582","文雅里","新竹市北區文雅里中正路337號","24.8145869","120.9623276","124","第一分局"
"一般住宅","公寓","FMA00583","民富里","新竹市北區民富里西大路643巷15號","24.8096924","120.9580453","24","第一分局"
"一般住宅","大樓","FMA00585","新民里","新竹市北區新民里西大路614號","24.807402","120.961808","71","第一分局"
"一般住宅","公寓","FMA00586","民富里","新竹市北區民富里北大路358號B1","24.805604","120.9612181","72","第一分局"
"一般住宅","公寓","FMA00587","民富里","新竹市北區民富里經國路2段248巷12號B1","24.8097596","120.9603641","47","第一分局"
"一般住宅","公寓","FMA00588","民富里","新竹市北區民富里民富街186號B1","24.8065433","120.9589276","23","第一分局"
"一般住宅","公寓","FMA00589","新民里","新竹市北區新民里民富街93號B1","24.8087733","120.9627409","73","第一分局"
"一般住宅","公寓","FMA00590","大同里","新竹市北區大同里北大路115號之1B1","24.8101014","120.9688921","58","第一分局"
"一般住宅","公寓","FMA00591","大同里","新竹市北區大同里北大路191號B1","24.8083981","120.9661775","45","第一分局"
"一般住宅","公寓","FMA00592","文雅里","新竹市北區文雅里城北街97號B1","24.8117064","120.9633563","40","第一分局"
"一般住宅","公寓","FMA00593","文雅里","新竹市北區文雅里竹光路33號","24.8141845","120.9610902","28","第一分局"
"公有建築物","民富國小","FMA00594","民富里","新竹市北區民富里1鄰西大路561號-B1","24.8084309","120.9605035","231","第一分局"
"一般住宅","公寓","FMA00595","文雅里","新竹市北區文雅里竹光路35巷8號","24.8137408","120.9611674","92","第一分局"
"一般住宅","公寓","FMA00596","民富里","新竹市北區民富里西大路531-1號","24.806505","120.961775","31","第一分局"
"一般住宅","公寓","FMA00597","民富里","新竹市北區民富里西大路535號","24.8066721","120.961865","31","第一分局"
"一般住宅","全茂興事業","FMA00598","文雅里","新竹市北區文雅里竹光路78巷7弄16號B1","24.8136477","120.9588469","152","第一分局"
"一般住宅","公寓","FMA00599","民富里","新竹市北區民富里西大路537號","24.806709","120.96184","31","第一分局"
"一般住宅","公寓","FMA00600","民富里","新竹市北區民富里西大路533號","24.806543","120.961749","31","第一分局"
"一般住宅","公寓","FMA00601","民富里","新竹市北區民富里西大路539號","24.806748","120.961814","31","第一分局"
"一般住宅","大樓","FMA00602","文雅里","新竹市北區文雅里竹光路78巷7弄23號B1","24.8135666","120.9591625","152","第一分局"
"一般住宅","大樓","FMA00604","大同里","新竹市北區大同里世界街112巷4號B1","24.8092025","120.9690966","195","第一分局"
"一般住宅","公寓","FMA00605","民富里","新竹市北區民富里西大路534號B1","24.805535","120.9628773","55","第一分局"
"一般住宅","大樓","FMA00606","民富里","新竹市北區民富里西大路541號","24.806698","120.961644","55","第一分局"
"一般住宅","公寓","FMA00607","磐石里","新竹市北區磐石里23鄰竹光路197號B1","24.811593","120.957774","150","第一分局"
"一般住宅","公寓","FMA00608","民富里","新竹市北區民富里西大路643巷19-21號","24.8094613","120.9579044","73","第一分局"
"一般住宅","公寓","FMA00610","民富里","新竹市北區民富里民富街164-170號B1","24.8069092","120.9593922","158","第一分局"
"一般住宅","公寓","FMA00611","文雅里","新竹市北區文雅里中正路319號","24.811625","120.963377","14","第一分局"
"一般住宅","富康社區","FMA00612","磐石里","新竹市北區磐石里1鄰國光街60-66號B1","24.8116743","120.9609546","671","第一分局"
"一般住宅","公寓","FMA00614","文雅里","新竹市北區文雅里城北街109號","24.806543","120.961749","34","第一分局"
"供公眾使用建築物","天成宮","FMA00615","磐石里","新竹市北區磐石里6鄰西大路643巷20號","24.809633","120.957792","231","第一分局"
"一般住宅","公寓","FMA00617","文雅里","新竹市北區文雅里城北街111號B1","24.8119494","120.963226","37","第一分局"
"一般住宅","公寓","FMA00618","中興里","新竹市北區中興里英明街36號B1","24.8062403","120.9664649","127","第一分局"
"一般住宅","公寓","FMA00619","長和里","新竹市北區長和里愛文街64-66號B1","24.8089577","120.9633062","107","第一分局"
"一般住宅","公寓","FMA00621","中興里","新竹市北區中興里7鄰中山路40巷25號","24.8065865","120.9664687","1155","第一分局"
"一般住宅","公寓","FMA00622","中興里","新竹市北區中興里北門街40巷31號B1","24.8058562","120.9661585","124","第一分局"
"公有建築物","新竹市政府都市發展處","FMA00623","大同里","新竹市北區大同里中正路146號-B1","24.808701","120.967245","371","第一分局"
"一般住宅","公寓","FMA00624","文雅里","新竹市北區文雅里竹光路25巷13號B1","24.8139751","120.961539","163","第一分局"
"一般住宅","大樓","FMA00625","新雅里","新竹市北區新雅里和平路5號","24.8074996","120.9555987","80","第一分局"
"一般住宅","公寓","FMA00626","中興里","新竹市北區中興里長安街24-29號B1","24.805541","120.965668","193","第一分局"
"一般住宅","大樓","FMA00627","磐石里","新竹市北區磐石里西大路709巷20號B1","24.8103763","120.9551301","252","第一分局"
"一般住宅","公寓","FMA00628","新民里","新竹市北區新民里西大路582巷15弄7號","24.8072837","120.9624082","352","第一分局"
"一般住宅","公寓","FMA00629","新民里","新竹市北區新民里西大路582巷15弄9號","24.8073923","120.9623421","136","第一分局"
"一般住宅","大樓","FMA00630","水田里","新竹市北區水田里水田街20號","24.8115969","120.9655275","115","第一分局"
"一般住宅","昌益小雅社區","FMA00631","磐石里","新竹市北區磐石里西大路709巷11號B1","24.8111565","120.9557599","861","第一分局"
"公有建築物","北門國小","FMA00633","水田里","新竹市北區水田里水田街33號","24.8136446","120.9660225","580","第一分局"
"一般住宅","公寓","FMA00634","民富里","新竹市北區民富里西大路547號","24.806815","120.961564","44","第一分局"
"一般住宅","公寓","FMA00635","民富里","新竹市北區民富里西大路545號","24.806776","120.961591","110","第一分局"
"一般住宅","公寓","FMA00636","磐石里","新竹市北區磐石里22鄰國光街97巷1號B1","24.8124184","120.9593347","61","第一分局"
"一般住宅","公寓","FMA00638","民富里","新竹市北區民富里民富街184號B1","24.806576","120.9589792","25","第一分局"
"一般住宅","公寓","FMA00639","北門里","新竹市北區北門里經國路二段118號","24.8119011","120.963882","20","第一分局"
"一般住宅","公寓","FMA00641","北門里","新竹市北區北門里北門街58號B1","24.806274","120.966131","37","第一分局"
"一般住宅","公寓","FMA00642","大同里","新竹市北區大同里北大路101號B1","24.8103889","120.9692044","13","第一分局"
"一般住宅","公寓","FMA00643","文雅里","新竹市北區文雅里城北街137巷6弄60-62號B1","24.8138988","120.962239","66","第一分局"
"一般住宅","民富機車行","FMA00644","民富里","新竹市北區民富里民富街141號B1","24.8073767","120.9604382","14","第一分局"
"一般住宅","公寓","FMA00645","民富里","新竹市北區民富里民富街143-145號-B1","24.8073231","120.9603822","74","第一分局"
"供公眾使用建築物","棒球大旅社","FMA00646","民富里","新竹市北區民富里1鄰西大路549號B1","24.8069651","120.961542","170","第一分局"
"一般住宅","公寓","FMA00647","新民里","新竹市北區新民里民富街112號B1","24.8086896","120.9622834","30","第一分局"
"一般住宅","公寓","FMA00648","新民里","新竹市北區新民里民富街114號-B1","24.8086695","120.9622463","23","第一分局"
"一般住宅","彭風順香行","FMA00649","北門里","新竹市北區北門里長和街2號-B1","24.8106479","120.9648828","36","第一分局"
"一般住宅","公寓","FMA00651","大同里","新竹市北區大同里大同路230號-B1","24.8083219","120.9661191","17","第一分局"
"一般住宅","公寓","FMA00652","大同里","新竹市北區大同里大同路266號B1","24.8083553","120.966132","21","第一分局"
"一般住宅","公寓","FMA00654","民富里","新竹市北區民富里民富街178巷11弄17-1號B1","24.8068397","120.9585795","24","第一分局"
"一般住宅","公寓","FMA00655","民富里","新竹市北區民富里民富街178巷11弄13號-B1","24.8068301","120.9585579","24","第一分局"
"一般住宅","公寓","FMA00656","民富里","新竹市北區民富里民富街178巷11弄9號-B1","24.8068492","120.958595","24","第一分局"
"一般住宅","公寓","FMA00657","民富里","新竹市北區民富里民富街178巷11弄15號-B1","24.8067917","120.9585302","24","第一分局"
"一般住宅","飛鳳舞蹈中心","FMA00658","北門里","新竹市北區北門里北門街172號-B1","24.8086925","120.9652555","34","第一分局"
"一般住宅","公寓","FMA00659","大同里","新竹市北區大同里建興街7號-B1","24.8080108","120.966892","25","第一分局"
"一般住宅","公寓","FMA00660","民富里","新竹市北區民富里和平路28巷62號-B1","24.808472","120.9566157","208","第一分局"
"一般住宅","公寓","FMA00661","民富里","新竹市北區民富里經國路2段318號B1","24.808524","120.958695","31","第一分局"
"一般住宅","大樓","FMA00664","新雅里","新竹市北區新雅里竹光路388-398號-B1","24.8081959","120.953629","232","第一分局"
"一般住宅","公寓","FMA00666","水田里","新竹市北區水田里中正路358號-B1","24.8141875","120.9630967","17","第一分局"
"一般住宅","公寓","FMA00667","大同里","新竹市北區大同里建興街13號-B1","24.8079581","120.9668323","16","第一分局"
"一般住宅","公寓","FMA00668","民富里","新竹市北區民富里少年街33號-B1","24.8060411","120.9600794","58","第一分局"
"一般住宅","公寓","FMA00672","民富里","新竹市北區民富里少年街25號-B1","24.8058428","120.9603138","120","第一分局"
"一般住宅","公寓","FMA00673","民富里","新竹市北區民富里和平路60號-B1","24.8082631","120.955864","33","第一分局"
"一般住宅","公寓","FMA00676","民富里","新竹市北區民富里少年街31號-B1","24.805998","120.960176","98","第一分局"
"供公眾使用建築物","小北百貨","FMA00677","新民里","新竹市北區新民里西大路578號-B1","24.8066406","120.9621904","357","第一分局"
"一般住宅","公寓","FMA00679","新民里","新竹市北區新民里北大路288號-B1","24.8071231","120.963378","50","第一分局"
"一般住宅","厚道飲食店","FMA00680","中興里","新竹市北區中興里北門街43號-B1","24.8058727","120.9657735","23","第一分局"
"一般住宅","熊川牛肉麵","FMA00681","中興里","新竹市北區中興里北門街41號-B1","24.805844","120.965684","23","第一分局"
"一般住宅","公寓","FMA00683","民富里","新竹市北區民富里少年街27號-B1","24.805976","120.960252","94","第一分局"
"供公眾使用建築物","大道城飯店","FMA00685","民富里","新竹市北區民富里少年街47號B1","24.8061649","120.9593902","347","第一分局"
"一般住宅","唯智英語","FMA00687","中興里","新竹市北區中興里中山路40巷27號-B1","24.8068438","120.9664992","24","第一分局"
"一般住宅","公寓","FMA00688","文雅里","新竹市北區文雅里竹光路102號B1","24.813446","120.959299","43","第一分局"
"一般住宅","公寓","FMA00691","水田里","新竹市北區水田里中正路270-280號-B1","24.8124081","120.9643627","261","第一分局"
"一般住宅","公寓","FMA00692","水田里","新竹市北區水田里水田街42號","24.8124615","120.9659238","22","第一分局"
"一般住宅","公寓","FMA00694","水田里","新竹市北區水田里經國路二段33號B1","24.8131372","120.966762","43","第一分局"
"一般住宅","郭元益食品","FMA00695","大同里","新竹市北區大同里中正路125號-B1","24.8079187","120.9674084","65","第一分局"
"供公眾使用建築物","新舍旅館","FMA00696","新民里","新竹市北區新民里西大路658號-B1","24.8082653","120.9609641","227","第一分局"
"一般住宅","家福學園大樓","FMA00697","磐石里","新竹市北區磐石里15鄰文雅街64號B1","24.8118361","120.9563337","464","第一分局"
"供公眾使用建築物","和平醫院","FMA00698","磐石里","新竹市北區磐石里和平路86-1號B1","24.8088916","120.9556374","845","第一分局"
"一般住宅","公寓","FMA00699","民富里","新竹市北區民富里經國路2段248巷10弄5-7號-B1","24.8100745","120.9604609","216","第一分局"
"一般住宅","貝多芬花園大廈","FMA00700","民富里","新竹市北區民富里磐石路15號-B1","24.8084321","120.9573723","841","第一分局"
"一般住宅","財星大樓","FMA00701","民富里","新竹市北區民富里少年街43.45號-B2","24.805982","120.9595251","387","第一分局"
"供公眾使用建築物","磐石高中","FMA00702","磐石里","新竹市北區磐石里11鄰西大路683號B1","24.8108931","120.9569043","78","第一分局"
"一般住宅","竹一新象","FMA00704","文雅里","新竹市北區文雅里竹光路54巷34-46號-B1","24.8144639","120.9603167","593","第一分局"
"供公眾使用建築物","卡爾登飯店","FMA00705","中興里","新竹市北區中興里北大路225號-B2","24.807792","120.9650903","650","第一分局"
"一般住宅","公寓","FMA00706","文雅里","新竹市北區文雅里中正路321號-B1","24.8141021","120.96249","154","第一分局"
"一般住宅","春福天下社區","FMA00707","磐石里","新竹市北區磐石里8鄰西大路770號B2","24.8106106","120.9585686","1121","第一分局"
"一般住宅","大樓","FMA00708","民富里","新竹市北區民富里西大路593號-B1","24.8095948","120.9592398","234","第一分局"
"一般住宅","民富大廈社區","FMA00709","磐石里","新竹市北區磐石里24鄰西大路742號B1","24.8101353","120.9589054","819","第一分局"
"一般住宅","昌益名門","FMA00710","文雅里","新竹市北區文雅里竹光路33之1號B1","24.8141824","120.9610226","131","第一分局"
"供公眾使用建築物","世貿經國商業大樓","FMA00711","水田里","新竹市北區水田里16鄰經國路二段62號B3","24.8127299","120.9653656","501","第一分局"
"一般住宅","昌益國寶社區","FMA00713","文雅里","新竹市北區文雅里23鄰竹光路35巷2號B2","24.8137614","120.960737","1338","第一分局"
"一般住宅","公寓","FMA00714","民富里","新竹市北區民富里和平路28巷76號-B1","24.8087485","120.9568318","108","第一分局"
"一般住宅","北門旺族大樓","FMA00717","長和里","新竹市北區長和里長和街82巷2號共用愛文街112巷24號B1-B2","24.8099228","120.962493","2702","第一分局"
"一般住宅","大樓","FMA00718","新民里","新竹市北區新民里北大路324號-B1","24.8064077","120.9624643","516","第一分局"
"一般住宅","艾菲爾大廈社區","FMA00719","新雅里","新竹市北區新雅里26鄰竹光路351號B1-B3","24.8068774","120.9529023","1168","第一分局"
"一般住宅","世貿帝國大樓","FMA00720","水田里","新竹市北區水田里經國路2段56號-B2","24.8128836","120.9656679","186","第一分局"
"供公眾使用建築物","天主教堂","FMA00721","水田里","新竹市北區水田里中正路156號之1-B1","24.8093802","120.9666626","322","第一分局"
"一般住宅","蒂芬妮大樓","FMA00722","興南里","新竹市北區興南里3鄰中山路233、235、237號","24.80196","120.9619414","298","第一分局"
"一般住宅","昌益寶座","FMA00723","民富里","新竹市北區民富里經國路2段216號-B1","24.8101499","120.9612556","202","第一分局"
"一般住宅","大樓","FMA00726","大同里","新竹市北區大同里北大路169號B1","24.8087158","120.9666311","110","第一分局"
"一般住宅","公寓","FMA00727","民富里","新竹市北區民富里少年街39號-B2","24.8059935","120.9598236","156","第一分局"
"公有建築物","民富國小","FMA00728","民富里","新竹市北區民富里1鄰西大路561號-防空避難-B1","24.8084309","120.9605035","1329","第一分局"
"一般住宅","池梅園宗親大樓","FMA00729","中山里","新竹市北區中山里中山路53號-B1","24.8051496","120.9664683","83","第一分局"
"一般住宅","金鼎巨座大廈","FMA00730","水田里","新竹市北區水田里東大路二段83號B1-B2","24.813363","120.96736","986","第一分局"
"一般住宅","文化貴臨社區","FMA00731","水田里","新竹市北區水田里1鄰東大路二段65巷57號-B2","24.8113142","120.9673453","1075","第一分局"
"一般住宅","宗佑大樓社區","FMA00733","民富里","新竹市北區民富里7鄰北大路346號-B3","24.8057864","120.9614839","391","第一分局"
"一般住宅","慶華綠晶社區","FMA00734","舊社里","新竹市北區舊社里23鄰光華二街93之1號B1","24.820031","120.976184","463","第一分局"
"一般住宅","冠智書坊","FMA00735","舊社里","新竹市北區舊社里14鄰光華二街118號B1","24.8207036","120.9769206","118","第一分局"
"一般住宅","最愛大樓社區","FMA00736","水田里","新竹市北區水田里16鄰經國路2段111號B2","24.8119174","120.9650975","534","第一分局"
"一般住宅","良福大樓","FMA00737","磐石里","新竹市北區磐石里26鄰和平路80號B1","24.8086848","120.9556464","1317","第一分局"
"一般住宅","儷舍咖啡","FMA00739","民富里","新竹市北區民富里22鄰民富街188號-B1","24.8065806","120.9588487","116","第一分局"
"供公眾使用建築物","家樂福","FMA00740","民富里","新竹市北區民富里7鄰北大路338號-B1","24.8061014","120.9619719","900","第一分局"
"一般住宅","民宅","FMA00746","光華里","新竹市北區光華里16鄰湳雅街152號","24.8202949","120.9738104","161","第一分局"
"一般住宅","盛光重機","FMA00747","文雅里","新竹市北區文雅里18鄰竹光路110號B1","24.813357","120.959125","128","第一分局"
"一般住宅","正群天下大樓","FMA00748","福林里","新竹市北區福林里9鄰武陵路36號B3","24.8163141","120.963502","1762","第一分局"
"一般住宅","竹塹福華社區","FMA00749","中山里","新竹市北區中山里6鄰中山路66號B2","24.8054105","120.9664483","138","第一分局"
"一般住宅","昌益寧靜社區","FMA00750","境福里","新竹市北區境福里8鄰中正路482巷10號-B1","24.8167006","120.9588156","450","第一分局"
"一般住宅","大樓","FMA00751","南寮里","新竹市北區南寮里1鄰東大路三段401號-B1","24.8373403","120.9422178","102","第一分局"
"一般住宅","空三村B區","FMA00752","武陵里","新竹市北區武陵里18鄰東大路二段172巷2-40號B1","24.8157504","120.9662599","1150","第一分局"
"一般住宅","昌益御品社區","FMA00753","舊社里","新竹市北區舊社里20鄰湳雅街353-357號B1","24.8237498","120.9774986","5156","第一分局"
"供公眾使用建築物","財經科技大樓","FMA00754","光田里","新竹市北區光田里8鄰東大路二段110號B3","24.8144186","120.9673366","575","第一分局"
"供公眾使用建築物","大潤發","FMA00755","湳雅里","新竹市北區湳雅里11鄰湳雅街91號B1","24.818556","120.9709257","8986","第一分局"
"一般住宅","國家大地社區","FMA00756","湳雅里","新竹市北區湳雅里10鄰湳雅街189號B1","24.8203914","120.9735257","2533","第一分局"
"一般住宅","大樓","FMA00757","光華里","新竹市北區光華里10鄰湳雅街42號B1","24.817408","120.9709911","196","第一分局"
"一般住宅","空三村A區","FMA00758","武陵里","新竹市北區武陵里1鄰東大路二段174號B1","24.8157687","120.9660339","5118","第一分局"
"一般住宅","荷蘭村C區","FMA00759","湳中里","新竹市北區湳中里11鄰武陵路173號-B1","24.8211267","120.9682652","3367","第一分局"
"公有建築物","西門國小","FMA00760","西雅里","新竹市北區西雅里1鄰北大路450號B1","24.8026949","120.9596744","1125","第一分局"
"一般住宅","駿躍武陵大樓","FMA00761","金竹里","新竹市北區金竹里20鄰金竹路120號B1","24.8238188","120.9726372","1159","第一分局"
"一般住宅","公寓","FMA00762","湳中里","新竹市北區湳中里4鄰湳中街87巷14弄23號B1","24.820701","120.9639121","327","第一分局"
"一般住宅","雅築華廈","FMA00763","民富里","新竹市北區西雅里民富街318號-B1","24.8015276","120.9567723","153","第一分局"
"一般住宅","格瑞庭園大樓","FMA00765","境福里","新竹市北區境福里9鄰中正路418巷33號B1","24.8168328","120.9608954","493","第一分局"
"供公眾使用建築物","磐石高中-綜合大樓","FMA00766","磐石里","新竹市北區磐石里西大路683號B1","24.8108931","120.9569043","78","第一分局"
"供公眾使用建築物","華德幼稚園","FMA00767","金華里","新竹市北區金華里光華東街76巷26號-B1","24.8174614","120.9761375","91","第一分局"
"一般住宅","公寓","FMA00768","北門里","新竹市北區北門里4鄰中正路169號-B1","24.8095221","120.966075","170","第一分局"
"公有建築物","清大附設實驗小學","FMA00769","育英里","新竹市北區育英里17鄰四維路47號","24.7997382","120.9616313","140","第一分局"
"一般住宅","建翔綠園","FMA00771","中興里","新竹市北區中興里8鄰中山路40巷53號-B1","24.8070139","120.9665205","290","第一分局"
"一般住宅","昌益臻品社區","FMA00773","水田里","新竹市北區水田里16鄰中正路296號B2","24.8129647","120.9639579","2061","第一分局"
"一般住宅","大樓","FMA00774","育英里","新竹市北區育英里林森路230號B1","24.798516","120.963045","220","第一分局"
"一般住宅","文化凱旋大廈","FMA00775","水田里","新竹市北區水田里23鄰北大路166巷16號B3","24.8103538","120.9674805","1250","第一分局"
"一般住宅","麗緻公寓大廈","FMA00776","光華里","新竹市北區光華里湳雅街152號","24.8202949","120.9738104","100","第一分局"
"一般住宅","公寓","FMA00778","水田里","新竹市北區水田里7鄰水田街12號-B1","24.81132","120.9653804","247","第一分局"
"一般住宅","大樓","FMA00779","民富里","新竹市北區民富里2鄰經國路2段266號-B1","24.8094481","120.9601486","882","第一分局"
"一般住宅","昌益晶華社區","FMA00780","金華里","新竹市北區金華里8鄰光華二街16號B1-B2","24.8172859","120.9743887","1045","第一分局"
"一般住宅","SOGO123","FMA00782","台溪里","新竹市北區台溪里中華路三段2號-B1","24.7973359","120.9633264","1261","第一分局"
"一般住宅","荷蘭村A區","FMA00783","湳中里","新竹市北區湳中里21鄰武陵路181號B1","24.8217965","120.9688324","2509","第一分局"
"一般住宅","大樓","FMA00785","育英里","新竹市北區育英里林森路316號B2","24.7971558","120.9611578","122","第一分局"
"供公眾使用建築物","新竹福華大飯店","FMA00786","水田里","新竹市北區水田里5鄰中正路178號B4","24.8097326","120.9663521","1023","第一分局"
"一般住宅","公寓","FMA00788","崇禮里","新竹市北區崇禮里13鄰延平路一段37號-B1","24.8029785","120.9611525","74","第一分局"
"公有建築物","載熙國小-信義樓","FMA00789","武陵里","新竹市北區武陵里22鄰東大路二段386號B1","24.8195322","120.9623214","676","第一分局"
"供公眾使用建築物","錢櫃","FMA00790","新民里","新竹市北區新民里2鄰北大路230號B1-B2","24.8078131","120.964634","539","第一分局"
"公有建築物","消防局竹光分隊","FMA00791","磐石里","新竹市北區磐石里11鄰西大路679號B1","24.8105106","120.9575983","1245","第一分局"
"公有建築物","北區區公所","FMA00792","光華里","新竹市北區光華里1鄰國華街69號B2","24.8163187","120.9703722","2061","第一分局"
"公有建築物","舊社國小","FMA00793","金竹里","新竹市北區金竹里12鄰金竹路99號B2","24.8229349","120.9734714","871","第一分局"
"一般住宅","大樓","FMA00794","湳雅里","新竹市北區湳雅里湳中街68巷1-3號B1","24.8213814","120.9647774","87","第一分局"
"公有建築物","舊社國小","FMA00795","金竹里","新竹市北區金竹里12鄰金竹路99號","24.8229349","120.9734714","494","第一分局"
"一般住宅","維瓦第社區-旭家經國大樓","FMA00796","民富里","新竹市北區民富里13鄰經國路2段263號B1","24.809945","120.9615899","165","第一分局"
"公有建築物","新竹榮民之家","FMA00797","曲溪里","新竹市北區曲溪里9鄰崧嶺路57巷41號B1","24.7935302","120.9547531","1839","第一分局"
"一般住宅","德安清境大樓","FMA00798","境福里","新竹市北區境福里21鄰境福街99號B2","24.8184487","120.9604311","1768","第一分局"
"供公眾使用建築物","薇閣汽車旅館","FMA00799","大同里","新竹市北區大同里9鄰中正路137號B1","24.8084958","120.9669419","1255","第一分局"
"公有建築物","新竹市政府-南寮市場","FMA00800","南寮里","新竹市北區南寮里6鄰東大路四段32號-B1","24.8414741","120.9362432","915","第一分局"
"公有建築物","竹光國中","FMA00801","新雅里","新竹市北區新雅里1鄰和平路1號B1","24.8074738","120.9556062","1080","第一分局"
"一般住宅","空軍一村第6區","FMA00802","武陵里","新竹市北區武陵里25鄰武陵路73巷2號B1","24.8183901","120.9660978","9556","第一分局"
"一般住宅","春福煙波社區","FMA00803","中寮里","新竹市北區中寮里15鄰天府路一段461號B3","24.8392462","120.9329778","3800","第一分局"
"一般住宅","空軍一村第4區","FMA00804","武陵里","新竹市北區武陵里16鄰武陵路98巷1號B1","24.8185202","120.9671644","3654","第一分局"
"公有建築物","載熙國小-仁愛樓","FMA00805","武陵里","新竹市北區武陵里22鄰東大路二段386號B1","24.8195322","120.9623214","1759","第一分局"
"一般住宅","經國艷大樓","FMA00808","長和里","新竹市北區長和里4鄰經國路二段179號-B1","24.8109159","120.9633806","1065","第一分局"
"一般住宅","公寓","FMA00809","舊社里","新竹市北區舊社里1鄰湳雅街176號B1","24.820933","120.974793","161","第一分局"
"一般住宅","空軍一村第7區","FMA00810","武陵里","新竹市北區武陵里20鄰東大路二段232巷17號B1","24.8187372","120.9651583","2675","第一分局"
"一般住宅","青木淳大樓","FMA00816","金華里","新竹市北區金華里10鄰光華東一街5號-防空避難室B1","24.8171596","120.9758286","453","第一分局"
"一般住宅","天際社區","FMA00819","南寮里","新竹市北區南寮里8鄰東大路四段290號-B2","24.8454034","120.9282343","1362","第一分局"
"一般住宅","原川淨","FMA00820","南寮里","新竹市北區南寮里7鄰榮濱路87號-B1","24.8432079","120.9310389","510","第一分局"
"公有建築物","成德高中","FMA00822","曲溪里","新竹市北區曲溪里崧嶺路128巷38號B1","24.7903255","120.9528537","951","第一分局"
"一般住宅","鴻硯","FMA00828","新雅里","新竹市北區新雅里25鄰經國路二段438巷13號B1","24.8066554","120.9567514","1206","第一分局"
"一般住宅","水漾經國","FMA00829","民富里","新竹市北區民富里經國路二段195巷2號-B1","24.810746","120.963053","111","第一分局"
"供公眾使用建築物","金沙商務旅館","FMA00833","港北里","新竹市北區港北里1鄰東濱街18號B1","24.8328866","120.9284775","875","第一分局"
"一般住宅","圓周綠社區","FMA00835","海濱里","新竹市北區海濱里榮濱路19巷25號-B1","24.840523","120.929202","602","第一分局"
"一般住宅","水蓮硯","FMA00837","西門里","新竹市北區西門里12鄰江山街8號B1","24.8052902","120.9645572","474","第一分局"
"一般住宅","春福君邸","FMA00838","新民里","新竹市北區新民里12鄰仁德街77號-B3","24.807787","120.962927","827","第一分局"
"一般住宅","富宇伯爵","FMA00839","金竹里","新竹市北區金竹里20鄰金竹路156號B1","24.8242335","120.9723471","1365","第一分局"
"一般住宅","牡丹凰居凰居區","FMA00841","民富里","新竹市北區民富里9鄰經國路二段218巷16號B1","24.810759","120.96077","1157","第一分局"
"一般住宅","牡丹凰居","FMA00844","民富里","新竹市北區民富里13鄰國光街23號B1","24.811091","120.961062","1818","第一分局"
"公有建築物","新竹市中正市場","FMA00849","北門里","新竹市北區北門里16鄰中正路245號-B1","24.8124864","120.963943","2596","第一分局"
"一般住宅","馥曉首藏","FMA00850","育英里","新竹市北區育英里26鄰四維路21巷57號B1-B2","24.7979782","120.9611441","1121","第一分局"
"一般住宅","東門心","FMA00851","中山里","新竹市北區中山里9鄰中央路57巷20號-B1","24.8053558","120.967383","200","第一分局"
"一般住宅","公寓","FMA00852","石坊里","新竹市北區石坊里和福街112號B1","24.8025989","120.9641052","58","第一分局"
"一般住宅","日知味知原來","FMA00854","文雅里","新竹市北區文雅里14鄰竹光路95巷21弄8號-B1","24.8127883","120.9601421","1224","第一分局"
"供公眾使用建築物","星安國際蒙特梭利幼兒園","FMA00855","育英里","新竹市北區育英里26鄰四維路21巷28號B1","24.7982572","120.9618381","257","第一分局"
"一般住宅","市中心","FMA00856","南勢里","新竹市北區南勢里7鄰延平路一段389號B2","24.804932","120.9489375","561","第一分局"
"一般住宅","公寓","FMA00862","水田里","新竹市北區水田里2鄰北大路156號-B1","24.8100971","120.967918","230","第一分局"
"一般住宅","達觀社區大樓","FMA00863","港北里","新竹市北區港北里2鄰延平路三段182號-B1","24.830702","120.928911","412","第一分局"
"一般住宅","日知味自有章","FMA00864","文雅里","新竹市北區文雅里18鄰竹光路77號-B1","24.8135364","120.9601394","1430","第一分局"
"一般住宅","東大HOLA社區","FMA00865","康樂里","新竹市北區康樂里8鄰東大路三段326-1號B2","24.8344653","120.9466491","4674","第一分局"
"一般住宅","北美館","FMA00866","水田里","新竹市北區水田里10鄰北大路166巷57號-B1","24.8116689","120.966261","1488","第一分局"
"一般住宅","亦樂靜居","FMA00867","中央里","新竹市北區中央里10鄰中山路119號B1","24.8038436","120.9645337","299","第一分局"
"一般住宅","帝閣11社區","FMA00868","海濱里","新竹市北區海濱里4鄰西濱路一段295號-B1","24.8371562","120.9296046","531","第一分局"
"一般住宅","臻藏","FMA00869","水田里","新竹市北區水田里6鄰中正路198巷15號-B1","24.810947","120.9660828","138","第一分局"
"一般住宅","意臨登大樓","FMA00871","金竹里","新竹市北區金竹里27鄰武陵路271巷180之6號B1","24.824694","120.9677679","453","第一分局"
"一般住宅","維也納社區","FMA00872","西雅里","新竹市北區西雅里3鄰中山路378巷32弄6號B1","24.8013204","120.9579971","531","第一分局"
"一般住宅","江山朵夫","FMA00874","西門里","新竹市北區西門里8鄰江山街20巷1號B1","24.8050775","120.9641554","369","第一分局"
"一般住宅","宏觀大樓","FMA00875","中寮里","新竹市北區中寮里4鄰延平路三段410號-B1","24.8370649","120.9315564","861","第一分局"
"一般住宅","帝閣12社區","FMA00876","海濱里","新竹市北區海濱里15鄰天府路二段62號B1","24.8400421","120.9293245","591","第一分局"
