類別,建築物名稱,電腦編號,里別,座落,緯度,經度,新計算容量,轄管分局
"一般住宅","大樓","FMA00877","新雅里","新竹市北區新雅里15鄰和平路231巷12號","24.8117207","120.954484","134","第一分局"
"一般住宅","昌傑典典社區","FMA00878","舊社里","新竹市北區舊社里6鄰湳雅街327號-B2","24.8230025","120.9767825","373","第一分局"
"一般住宅","宸岳首品","FMA00879","南勢里","新竹市北區南勢里8鄰延平路一段357巷17號","24.8044216","120.9496337","120","第一分局"
"一般住宅","綠香頌社區","FMA00880","海濱里","新竹市北區海濱里榮濱路19巷27號-B1","24.8405047","120.9291932","367","第一分局"
"一般住宅","春福HIINN社區","FMA00881","海濱里","新竹市北區海濱里1鄰榮濱南路356號-B3","24.8387372","120.9290119","1720","第一分局"
"一般住宅","興傳大樓","FMA00882","中興里","新竹市北區中興里11鄰北門街132號-B1","24.8078693","120.9658493","2352","第一分局"
"一般住宅","晶圓世家No.3","FMA00883","南勢里","新竹市北區南勢里延平路一段371號-B1","24.8048855","120.9495154","619","第一分局"
"公有建築物","竹光國民運動中心","FMA00884","新雅里","新竹市北區新雅里1鄰竹光路325號B1","24.8078974","120.9540415","2548","第一分局"
"一般住宅","大樓","FMA00885","金雅里","新竹市北區金雅里3鄰金雅西街118號","24.8260717","120.9646491","215","第一分局"
"一般住宅","夢想家社區","FMA00886","康樂里","新竹市北區康樂里9鄰天府路一段62號-B1","24.833681","120.9461928","774","第一分局"
"一般住宅","GO威社區","FMA00887","海濱里","新竹市北區海濱里15鄰榮濱路19巷16號-B1","24.8408603","120.9294317","765","第一分局"
"一般住宅","天玥社區","FMA00888","金雅里","新竹市北區金雅里4鄰金雅八街71號B1","24.8274101","120.9660894","1387","第一分局"
"一般住宅","笎坤世璽","FMA00889","港北里","新竹市北區港北里1鄰中清路一段350號-B1","24.8327611","120.9297335","1033","第一分局"
"一般住宅","拾光社區","FMA00890","金雅里","新竹市北區金雅里4鄰金雅路100號B1","24.8247991","120.9647944","1200","第一分局"
"公有建築物","民富國小-學富樓","FMA00891","民富里","新竹市北區民富里1鄰西大路561號-防空避難-B1","24.8084309","120.9605035","688","第一分局"
"一般住宅","J王子社區","FMA00892","海濱里","新竹市北區海濱里10鄰榮濱南路72巷22號-B1","24.8336307","120.9271326","1098","第一分局"
"一般住宅","大樓","FMA00893","金華里","新竹市北區金華里24鄰光華一街42號B1","24.8170079","120.9734596","732","第一分局"
"一般住宅","禾雅社區","FMA00894","金雅里","新竹市北區金雅里4鄰金雅三街97號","24.8270482","120.9646194","522","第一分局"
"一般住宅","昕天地社區","FMA00895","金雅里","新竹市北區金雅里5鄰金雅東街2-6號","24.8248068","120.9671548","528","第一分局"
"一般住宅","昕未來社區","FMA00896","金雅里","新竹市北區金雅里4鄰金雅三街91-93號B2","24.8264856","120.9639425","1308","第一分局"
"一般住宅","大樓","FMA00897","金雅里","新竹市北區金雅里3鄰金雅二街86號","24.8235502","120.9646326","310","第一分局"
"一般住宅","織光社區","FMA00898","金雅里","新竹市北區金雅里4鄰金雅路143-151號B1","24.8247989","120.9647961","1603","第一分局"
"一般住宅","富源錦雅社區","FMA00899","金雅里","新竹市北區金雅里2鄰金農路168號B1","24.8247465","120.9616449","1142","第一分局"
"一般住宅","B-612社區","FMA00900","金雅里","新竹市北區金雅里3鄰金雅三街96號","24.8265473","120.9642708","524","第一分局"
"一般住宅","成真社區","FMA00901","金雅里","新竹市北區金雅里4鄰金雅七街37號","24.8265293","120.9660424","1214","第一分局"
"一般住宅","GO讚社區","FMA00902","南寮里","新竹市北區南寮里7鄰榮濱路40號-B1","24.8412697","120.9304641","802","第一分局"
"一般住宅","遇見春福社區","FMA00903","新民里","新竹市北區新民里9鄰仁德街95號-B1","24.8079898","120.9627799","180","第一分局"
"一般住宅","櫻花藝社區","FMA00904","金雅里","新竹市北區金雅里4鄰金雅六街68-72號B2","24.8261872","120.9658839","482","第一分局"
"一般住宅","遇見春福社區","FMA00905","中寮里","新竹市北區中寮里8鄰西濱路一段376號-B1","24.8392281","120.9312891","1146","第一分局"
"一般住宅","海漾社區社區","FMA00906","港北里","新竹市北區港北里港北路8號-B1","24.8326358","120.9289601","810","第一分局"
"一般住宅","竹慶金璽社區","FMA00907","金雅里","新竹市北區金雅里4鄰金雅西街111號B1","24.8261542","120.9645441","1189","第一分局"
"一般住宅","一品八方社區","FMA00908","港北里","新竹市北區港北里港北二街20號-B1","24.8320752","120.9280411","821","第一分局"
"一般住宅","寶睿市政","FMA00909","水田里","新竹市北區水田里9鄰北大路166巷65號-B1","24.8119789","120.9659841","1218","第一分局"
"一般住宅","天福城峰","FMA00910","水田里","新竹市北區水田里6鄰中正路198巷23號-B1","24.8111082","120.9656953","323","第一分局"
"一般住宅","悅光社區","FMA00911","金雅里","新竹市北區金雅里2鄰金農路100號B1","24.8223318","120.9637424","1064","第一分局"
"一般住宅","竹慶金采社區","FMA00912","金雅里","新竹市北區金雅里2鄰金農路102號","24.8246795","120.9615555","649","第一分局"
"一般住宅","城隱","FMA00913","北門里","新竹市北區北門里7鄰北門街155號B1","24.8093569","120.9650116","70","第一分局"
"一般住宅","聖淘沙社區","FMA00914","海濱里","新竹市北區海濱里17鄰海濱路141號-B1","24.8428542","120.9256332","890","第一分局"
"一般住宅","經國錄社區","FMA00915","水田里","新竹市北區水田里13鄰經國路二段36號-B1","24.8131645","120.9661681","681","第一分局"
"公有建築物","成德高中-孝德樓","FMA00916","曲溪里","新竹市北區曲溪里10鄰崧嶺路128巷38號-B1","24.7909191","120.953335","238","第一分局"
"一般住宅","昌傑日日社區","FMA00917","康樂里","新竹市北區康樂里4鄰天府路一段160號-B1","24.8348851","120.9427598","1492","第一分局"
"一般住宅","波希米亞社區","FMA00918","康樂里","新竹市北區康樂里5鄰天府路一段148號-B1","24.8346874","120.9432939","1172","第一分局"
"一般住宅","中正璞寓社區","FMA00919","士林里","新竹市北區士林里8鄰中正路798號B1","24.8201534","120.9532763","394","第一分局"
"一般住宅","王喬竹光大樓","FMA00920","客雅里","新竹市北區客雅里1鄰延平路一段286號B1","24.8053682","120.9540533","743","第一分局"
"一般住宅","禾園運動家社區","FMA00921","舊社里","新竹市北區舊社里3鄰湳雅街296巷7號B1","24.8235646","120.979251","272","第一分局"
"一般住宅","GO時上社區","FMA00922","海濱里","新竹市北區海濱里15鄰愛國路32號-B2","24.8411982","120.9296201","593","第一分局"
"一般住宅","慕光社區","FMA00923","金雅里","新竹市北區金雅里5鄰金雅東街12號B1","24.8252748","120.9677657","1455","第一分局"
"一般住宅","悅佳蔚來","FMA00924","金竹里","新竹市北區金竹里8鄰公道五路四段431號-B2","24.8262888","120.9691237","356","第一分局"
"一般住宅","武陵居社區","FMA00925","湳中里","新竹市北區湳中里5鄰鐵道路二段351號-B1","24.8224628","120.9658536","1631","第一分局"
"一般住宅","昕景澤","FMA00926","金雅里","新竹市北區金雅里4鄰金雅七街96號-B1","24.8264399","120.9665007","693","第一分局"
"一般住宅","大樓","FMA00927","金雅里","新竹市北區金雅里2鄰金雅二街2號-B1","24.8236191","120.9647441","1086","第一分局"
"一般住宅","竹慶金宴","FMA00928","金雅里","新竹市北區金雅里5鄰金雅六街28號-B1","24.8252191","120.9668828","949","第一分局"
"一般住宅","花樣城","FMA00929","海濱里","新竹市北區海濱里10鄰西濱路一段185號-B1","24.8338763","120.9279175","1932","第一分局"
"一般住宅","昌傑沐沐","FMA00930","南勢里","新竹市北區南勢里3鄰竹光路421號","24.8056408","120.9517239","873","第一分局"
"一般住宅","OpenHouse+","FMA00931","金雅里","新竹市北區金雅里金雅路156號","24.824752","120.9648663","653","第一分局"
"一般住宅","富宇愛尚","FMA00932","海濱里","新竹市北區海濱里15鄰榮濱路11號B3","24.8402289","120.9295952","809","第一分局"
"一般住宅","市中秧","FMA00933","新雅里","新竹市北區新雅里19鄰成功路192巷330號B1","24.8146246","120.9450989","944","第一分局"
"一般住宅","理德橙心","FMA00934","西雅里","新竹市北區西雅里10鄰中和路52巷5號2樓之1","24.8014449","120.9570374","165","第一分局"
"一般住宅","春福禾美","FMA00935","港北里","新竹市北區港北里6鄰延平路三段158巷9號B2","24.8295758","120.9288033","1451","第一分局"
"一般住宅","海街日記","FMA00936","中寮里","新竹市北區中寮里1鄰中清路一段246號2樓之2-B1","24.8345948","120.9309058","1192","第一分局"
"一般住宅","HARBOR1","FMA00937","海濱里","新竹市北區海濱里15鄰天府路二段78-1號B1","24.8400635","120.9287352","446","第一分局"
"一般住宅","澄澤","FMA00938","石坊里","新竹市北區石坊里8鄰石坊街67號-B1","24.8026813","120.9635328","110","第一分局"
"一般住宅","中正大悅","FMA00939","士林里","新竹市北區士林里8鄰士林西路2號-B1","24.8205688","120.9533467","751","第一分局"
"一般住宅","鴻柏掬光","FMA00940","金雅里","新竹市北區金雅里2鄰金農路116號B1","24.823896","120.9622804","1088","第一分局"
"一般住宅","昕觀邸","FMA00941","金雅里","新竹市北區金雅里5鄰金雅八街6號-B2","24.8265694","120.9670863","1376","第一分局"
"供公眾使用建築物","龍巖新竹會館","FMA00942","曲溪里","新竹市北區曲溪里成德路10號B1","24.7947891","120.956404","814","第一分局"
"一般住宅","竹慶同理大樓","FMA00943","台溪里","新竹市北區台溪里1鄰中華路二段747號-B3","24.7971064","120.9639583","412","第一分局"
"一般住宅","竹慶金叡","FMA00944","金雅里","新竹市北區金雅里4鄰金雅西街125號-B1","24.8264678","120.9648558","591","第一分局"
"一般住宅","光華時上","FMA00945","光華里","新竹市北區光華里5鄰光華一街63號-B1","24.8175763","120.9731812","276","第一分局"
"一般住宅","鴻柏虹光大樓","FMA00946","金雅里","新竹市北區金雅里5鄰金雅路170號-B1","24.8264979","120.9670209","815","第一分局"
"一般住宅","成家綠光森林","FMA00947","南寮里","新竹市北區南寮里19鄰西濱路一段427號-B1","24.8416742","120.9331426","999","第一分局"
"一般住宅","悅佳川青","FMA00948","金雅里","新竹市北區金雅里4鄰金雅路163號B2","24.8264979","120.9670209","530","第一分局"
"一般住宅","自由名門","FNA00003","復興里","新竹市東區復興里自由路101號","24.8138012","120.9800214","172","第二分局"
"一般住宅","大樓","FNA00004","東山里","新竹市東區東山里8鄰東山街39巷9號","24.7962671","120.9791649","407","第二分局"
"一般住宅","大樓","FNA00005","東山里","新竹市東區東山里21鄰東山街77號","24.7974469","120.9787479","230","第二分局"
"公有建築物","東園國小","FNA00006","綠水里","新竹市東區綠水里13鄰園後街25號","24.8000634","120.9851876","708","第二分局"
"公有建築物","工研院","FNA00010","綠水里","新竹市東區綠水里10鄰光復路二段321號","24.8004074","120.9883064","12","第二分局"
"一般住宅","公寓","FNA00013","復中里","新竹市東區復中里民生路198號","24.8115214","120.9760961","30","第二分局"
"供公眾使用建築物","台灣菸酒公賣局","FNA00017","錦華里","新竹市東區錦華里2鄰世界街10號","24.8106581","120.9721101","201","第二分局"
"一般住宅","公寓","FNA00021","復中里","新竹市東區復中里15鄰民生路222巷5號","24.8122291","120.9760714","24","第二分局"
"一般住宅","公寓","FNA00022","文華里","新竹市東區文華里北大路72巷9-11號","24.8117698","120.971089","73","第二分局"
"一般住宅","公寓","FNA00025","文華里","新竹市東區文華里北大路14號","24.8134441","120.9739356","71","第二分局"
"一般住宅","公寓","FNA00027","復興里","新竹市東區復興里經國路一段482號","24.814738","120.9779709","36","第二分局"
"一般住宅","公寓","FNA00031","文華里","新竹市東區文華里北大路88號","24.8116367","120.9707718","52","第二分局"
"一般住宅","雲冠天下大樓","FNA00034","復興里","新竹市東區復興里自由路71號","24.813345","120.980461","480","第二分局"
